"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","14","16","1","97.610252","0","16"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","26.006887","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","7","8","1","33.258495","0","8"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","0","16","18","1","86.924484","0","18"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","8","8","1","44.023228","0","8"
"/Avalanche/ToolboxResources/M_Toolbox_Mask.M_Toolbox_Mask","0","8","8","1","11.396640","0","8"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","13","13","1","65.798584","0","13"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","16.355984","0","9"
"/Avalanche/M_SeeThrough.M_SeeThrough","0","13","13","1","19.076952","0","13"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","14","1","41.723396","0","14"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","8","8","1","36.974178","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","5","5","1","16.643700","0","5"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","10.068994","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","6.507504","0","5"
"/Game/WaterPlane/Ocean/Materials/FakedCaustics.FakedCaustics","0","5","5","1","30.438400","0","5"
"/Game/ThirdPerson/Models/yonFBX/White_002.White_002","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_9_001.Studio_Setup_Mtl_9_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_8_001.Studio_Setup_Mtl_8_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_7_001.Studio_Setup_Mtl_7_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_6_001.Studio_Setup_Mtl_6_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_5_001.Studio_Setup_Mtl_5_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_4_001.Studio_Setup_Mtl_4_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_3_001.Studio_Setup_Mtl_3_001","0","5","5","1","0.000000","0","5"
"/Game/ThirdPerson/Models/yonFBX/Studio_Setup_Mtl_1_001.Studio_Setup_Mtl_1_001","0","5","5","1","0.000000","0","5"
